127.0.0.1 - - [13/Mar/2023:22:06:18 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/ HTTP/1.1" 200 20252
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/css/loginform.css HTTP/1.1" 200 2318
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/css/index_footer.css HTTP/1.1" 200 2941
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/css/main.css HTTP/1.1" 200 5138
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/css/aos.css HTTP/1.1" 200 26053
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/css/reset.css HTTP/1.1" 200 817
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/css/jquery.fullPage.css HTTP/1.1" 200 4664
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/js/jq.js HTTP/1.1" 404 838
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/js/return.js HTTP/1.1" 200 14703
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/js/aos.js HTTP/1.1" 200 14243
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/css/header.css HTTP/1.1" 200 18064
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/js/jquery.min.js HTTP/1.1" 200 96385
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/js/jquery.fullPage.js HTTP/1.1" 200 112412
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/js/fbevents.js HTTP/1.1" 200 100868
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/js/rightbanner.js HTTP/1.1" 200 12572
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/js/header.1.js HTTP/1.1" 200 4086
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/js/main.js HTTP/1.1" 200 475
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/js/footer.js HTTP/1.1" 200 497
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/js/scrolloverflow.js HTTP/1.1" 200 95846
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:22 +0900] "GET /deotsemproject/js/slider.js HTTP/1.1" 200 264
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/logo.png HTTP/1.1" 200 1746
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/biglogo.png HTTP/1.1" 200 6019
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/%EB%B0%B0%EB%84%88.jpg HTTP/1.1" 200 442382
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/%EC%A7%91%EA%B2%8C%ED%95%80/%EB%A9%94%EC%9D%B8%EC%A7%91%EA%B2%8C%ED%95%803.jpg HTTP/1.1" 200 390117
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/%EB%8D%A7%EC%85%88%EB%B0%B0%EB%84%881.jpg HTTP/1.1" 200 144059
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/%EB%B0%98%EC%A7%80/%EB%A9%94%EC%9D%B8%EB%B0%98%EC%A7%803.jpg HTTP/1.1" 200 96772
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/%EB%AA%A9%EA%B1%B8%EC%9D%B4/%EB%A9%94%EC%9D%B8%EB%AA%A9%EA%B1%B8%EC%9D%B41.jpg HTTP/1.1" 200 193889
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/%ED%8C%94%EC%B0%8C/%EB%A9%94%EC%9D%B8%ED%8C%94%EC%B0%8C3.jpg HTTP/1.1" 200 178809
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/%EB%A9%94%EC%9D%B8_%EC%9D%B8%EC%8A%A4%ED%83%80/%EC%9D%B8%EC%8A%A4%ED%83%801.jpg HTTP/1.1" 200 900961
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/%EB%A9%94%EC%9D%B8_%EC%9D%B8%EC%8A%A4%ED%83%80/%EC%9D%B8%EC%8A%A4%ED%83%802.jpg HTTP/1.1" 200 624384
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/%EB%A9%94%EC%9D%B8_%EC%9D%B8%EC%8A%A4%ED%83%80/%EC%9D%B8%EC%8A%A4%ED%83%803.jpg HTTP/1.1" 200 1034491
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/%EB%A9%94%EC%9D%B8_%EC%9D%B8%EC%8A%A4%ED%83%80/%EC%9D%B8%EC%8A%A4%ED%83%805.jpg HTTP/1.1" 200 508339
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/%EB%A9%94%EC%9D%B8_%EC%9D%B8%EC%8A%A4%ED%83%80/%EC%9D%B8%EC%8A%A4%ED%83%804.jpg HTTP/1.1" 200 762583
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/%EB%A9%94%EC%9D%B8_%EC%9D%B8%EC%8A%A4%ED%83%80/%EC%9D%B8%EC%8A%A4%ED%83%807.jpg HTTP/1.1" 200 590014
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/%EB%A9%94%EC%9D%B8_%EC%9D%B8%EC%8A%A4%ED%83%80/%EC%9D%B8%EC%8A%A4%ED%83%806.jpg HTTP/1.1" 200 548628
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/%EB%A9%94%EC%9D%B8_%EC%9D%B8%EC%8A%A4%ED%83%80/%EC%9D%B8%EC%8A%A4%ED%83%808.jpg HTTP/1.1" 200 737117
0:0:0:0:0:0:0:1 - - [13/Mar/2023:22:06:23 +0900] "GET /deotsemproject/images/logoimg.png HTTP/1.1" 200 191334
